Button.left_dwell|Button.left_interval|Button.left_flight|Key.tab|Key.tab_dwell|Key.tab|Key.tab_interval|Key.tab|Key.tab_flight|Key.shift|Key.shift_dwell|Key.shift|Key.shift_interval|Key.shift|Key.shift_flight|Key.ctrl|Key.ctrl_dwell|Key.ctrl|Key.ctrl_interval|Key.ctrl|Key.ctrl_flight|Key.cmd|Key.cmd_dwell|Key.cmd|Key.cmd_interval|Key.cmd|Key.cmd_flight|Key.space|Key.space_dwell|Key.space|Key.space_interval|Key.space|Key.space_flight|Key.enter|Key.enter_dwell|Key.enter|Key.enter_interval|Key.enter|Key.enter_flight|Key.backspace|Key.backspace_dwell|Key.backspace|Key.backspace_interval|Key.backspace|Key.backspace_flight|ст_dwell_first|ст_dwell_second|ст_interval|ст_flight|ст_up_to_up|ст_latency|ен_dwell_first|ен_dwell_second|ен_interval|ен_flight|ен_up_to_up|ен_latency|ов_dwell_first|ов_dwell_second|ов_interval|ов_flight|ов_up_to_up|ов_latency|но_dwell_first|но_dwell_second|но_interval|но_flight|но_up_to_up|но_latency|ни_dwell_first|ни_dwell_second|ни_interval|ни_flight|ни_up_to_up|ни_latency|на_dwell_first|на_dwell_second|на_interval|на_flight|на_up_to_up|на_latency|ра_dwell_first|ра_dwell_second|ра_interval|ра_flight|ра_up_to_up|ра_latency|ко_dwell_first|ко_dwell_second|ко_interval|ко_flight|ко_up_to_up|ко_latency|то_dwell_first|то_dwell_second|то_interval|то_flight|то_up_to_up|то_latency|ро_dwell_first|ро_dwell_second|ро_interval|ро_flight|ро_up_to_up|ро_latency|ени_dwell_first|ени_dwell_second|ени_dwell_third|ени_interval_first|ени_interval_second|ени_flight_first|ени_flight_second|ени_up_to_up_first|ени_up_to_up_second|ени_latency|ост_dwell_first|ост_dwell_second|ост_dwell_third|ост_interval_first|ост_interval_second|ост_flight_first|ост_flight_second|ост_up_to_up_first|ост_up_to_up_second|ост_latency|ого_dwell_first|ого_dwell_second|ого_dwell_third|ого_interval_first|ого_interval_second|ого_flight_first|ого_flight_second|ого_up_to_up_first|ого_up_to_up_second|ого_latency|ств_dwell_first|ств_dwell_second|ств_dwell_third|ств_interval_first|ств_interval_second|ств_flight_first|ств_flight_second|ств_up_to_up_first|ств_up_to_up_second|ств_latency|ско_dwell_first|ско_dwell_second|ско_dwell_third|ско_interval_first|ско_interval_second|ско_flight_first|ско_flight_second|ско_up_to_up_first|ско_up_to_up_second|ско_latency|ста_dwell_first|ста_dwell_second|ста_dwell_third|ста_interval_first|ста_interval_second|ста_flight_first|ста_flight_second|ста_up_to_up_first|ста_up_to_up_second|ста_latency|ани_dwell_first|ани_dwell_second|ани_dwell_third|ани_interval_first|ани_interval_second|ани_flight_first|ани_flight_second|ани_up_to_up_first|ани_up_to_up_second|ани_latency|про_dwell_first|про_dwell_second|про_dwell_third|про_interval_first|про_interval_second|про_flight_first|про_flight_second|про_up_to_up_first|про_up_to_up_second|про_latency|ест_dwell_first|ест_dwell_second|ест_dwell_third|ест_interval_first|ест_interval_second|ест_flight_first|ест_flight_second|ест_up_to_up_first|ест_up_to_up_second|ест_latency|тор_dwell_first|тор_dwell_second|тор_dwell_third|тор_interval_first|тор_interval_second|тор_flight_first|тор_flight_second|тор_up_to_up_first|тор_up_to_up_second|тор_latency|is_insider
76.46|459.28|475.5|45|91.98|45|415.69|45|441.0|43|415.28|43|224.7|43|523.7|0|0|0|0|0|0|2|140.0|2|86.0|2|226.0|17|84.76|17|435.47|17|520.24|1|0.0|1|0.0|1|0.0|25|149.6|25|311.92|25|381.52|0|0|0|0|0|0|78.5|82.5|288.5|367.0|371.0|449.5|85.33|94.67|233.0|318.33|327.67|413.0|671.5|70.5|520.5|192.0|591.0|262.5|81.0|85.0|686.0|767.0|771.0|852.0|505.0|66.5|255.5|260.5|322.0|327.0|305.0|85.0|596.33|234.67|348.0|319.67|0|0|0|0|0|0|102.0|128.0|999.0|101.0|127.0|229.0|68.67|64.67|113.67|182.33|178.33|247.0|73.0|81.0|85.0|121.0|686.0|194.0|767.0|202.0|771.0|46.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|934.0|69.0|57.0|310.0|137.0|244.0|206.0|379.0|194.0|507.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
98.57|441.08|477.79|14|88.29|14|383.93|14|472.21|63|402.27|63|374.73|63|475.41|0|0|0|0|0|0|9|433.78|9|130.89|9|564.67|240|73.61|240|340.23|240|384.68|67|79.09|67|448.42|67|497.66|167|163.26|167|342.72|167|392.21|81.62|80.92|219.54|224.23|223.54|305.15|71.25|73.25|76.75|148.0|150.0|221.25|74.27|77.73|79.09|153.36|156.82|231.09|81.0|70.5|299.5|380.5|120.0|201.0|89.8|85.8|131.1|220.9|216.9|306.7|65.67|67.67|80.33|146.0|148.0|213.67|53.67|73.67|292.33|346.0|366.0|419.67|103.89|76.56|82.89|186.78|159.44|263.33|87.8|80.8|271.8|159.6|152.6|240.4|76.0|66.6|99.2|175.2|165.8|241.8|65.5|82.0|72.0|68.5|109.0|134.0|191.0|150.5|181.0|397.0|63.33|74.0|93.33|78.67|80.33|142.0|154.33|152.67|173.67|389.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|77.67|93.0|78.67|128.33|252.33|206.0|345.33|221.33|331.0|630.0|73.0|76.0|88.0|79.0|106.0|152.0|182.0|155.0|194.0|422.0|84.0|88.0|88.0|394.0|46.0|478.0|134.0|482.0|134.0|700.0|80.0|74.0|58.0|95.5|102.5|175.5|176.5|169.5|160.5|410.0|0
29.05|472.66|467.81|98|149.64|98|482.15|98|478.73|2|192.5|2|172.0|2|364.5|0|0|0|0|0|0|109|201.36|109|85.12|109|268.13|128|95.37|128|247.04|128|318.97|31|82.45|31|392.61|31|442.81|163|110.91|163|214.75|163|301.12|77.67|103.33|332.83|77.17|102.83|180.5|92.07|95.14|173.0|122.21|125.29|217.36|79.83|89.33|338.83|85.33|94.83|174.67|90.6|84.8|97.0|187.6|181.8|272.4|105.94|85.19|920.12|88.56|67.81|173.75|87.86|75.86|569.43|85.86|73.86|161.71|91.75|78.38|24.38|116.12|102.75|194.5|91.5|86.5|649.67|74.5|69.5|161.0|105.67|83.0|677.78|116.78|94.11|199.78|105.94|80.31|578.81|122.25|96.62|202.56|92.71|105.14|87.57|300.0|978.86|107.0|84.0|119.43|66.43|278.57|74.0|77.5|101.0|198.5|33.0|272.5|110.5|276.0|134.0|484.0|89.75|87.0|75.25|180.25|72.0|270.0|159.0|267.25|147.25|504.25|0|0|0|0|0|0|0|0|0|0|84.0|86.0|95.5|99.0|478.0|183.0|64.0|185.0|73.5|342.5|75.0|81.0|64.0|41.0|22.0|116.0|103.0|122.0|86.0|283.0|72.8|106.0|81.0|211.4|975.8|84.2|81.8|117.4|56.8|247.0|84.0|103.0|93.5|533.0|539.5|117.0|142.5|136.0|133.0|353.0|85.0|92.0|158.0|100.0|931.0|185.0|23.0|192.0|89.0|366.0|111.0|74.5|98.5|532.0|89.5|143.0|164.0|106.5|188.0|405.5|0
118.38|473.02|502.51|77|140.49|77|397.34|77|511.86|1|144.0|1|778.0|1|922.0|0|0|0|0|0|0|74|225.32|74|59.81|74|285.14|13|99.31|13|431.0|13|376.46|3|55.67|3|562.0|3|284.33|54|171.72|54|182.72|54|335.93|0|0|0|0|0|0|85.0|84.0|45.4|130.4|129.4|214.4|92.67|100.67|63.67|156.33|164.33|257.0|0|0|0|0|0|0|128.0|120.0|984.0|112.0|104.0|232.0|90.0|80.5|34.0|124.0|114.5|204.5|91.0|81.0|4.0|95.0|85.0|176.0|0|0|0|0|0|0|90.0|88.5|530.0|120.0|118.5|208.5|95.67|92.67|83.0|178.67|175.67|271.33|89.0|128.0|120.0|62.0|984.0|151.0|112.0|190.0|104.0|383.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86.0|81.0|88.0|994.0|87.0|80.0|168.0|75.0|175.0|336.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
158.74|398.98|406.21|4|136.5|4|280.25|4|416.75|4|544.75|4|237.0|4|531.75|0|0|0|0|0|0|15|278.73|15|263.73|15|409.13|83|108.36|83|322.55|83|382.72|53|82.47|53|453.72|53|460.72|109|94.6|109|260.51|109|336.76|93.8|93.8|414.4|108.2|108.2|202.0|81.0|109.5|70.5|151.5|180.0|261.0|88.86|102.71|49.0|137.86|151.71|240.57|112.25|88.25|299.75|162.0|138.0|250.25|124.5|88.62|962.62|87.12|51.25|175.75|90.67|84.33|332.0|89.33|83.0|173.67|88.33|93.67|74.67|163.0|168.33|256.67|111.88|81.25|400.12|137.0|106.38|218.25|127.25|88.25|965.0|92.25|53.25|180.5|202.62|90.5|690.25|142.88|155.75|233.38|81.0|109.5|78.5|70.5|972.0|151.5|81.5|180.0|50.5|311.5|96.0|108.0|157.0|8.0|3.0|104.0|111.0|116.0|160.0|372.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0|161.0|92.0|929.0|960.0|29.0|121.0|90.0|52.0|242.0|111.0|129.0|88.0|980.0|952.0|91.0|81.0|109.0|40.0|260.0|86.5|82.5|110.0|107.0|495.5|193.5|78.0|189.5|105.5|381.5|136.0|106.5|121.5|958.0|90.0|94.0|196.5|64.5|211.5|412.0|0
80.09|497.88|488.8|0|0|0|0|0|0|76|370.87|76|251.62|76|464.59|0|0|0|0|0|0|22|204.73|22|213.27|22|372.55|133|76.2|133|450.08|133|458.61|33|65.33|33|446.45|33|451.18|153|167.95|153|377.82|153|415.05|79.5|75.67|234.83|314.33|310.5|390.0|74.27|68.07|150.4|224.67|218.47|292.73|68.88|92.88|317.75|386.62|410.62|479.5|71.56|72.67|67.89|139.44|140.56|212.11|77.93|73.86|222.5|300.43|296.36|374.29|78.0|76.33|373.67|451.67|450.0|528.0|70.0|77.14|134.43|204.43|211.57|281.57|80.75|75.25|154.88|235.62|230.12|310.88|87.33|79.67|112.17|199.5|191.83|279.17|117.0|63.65|145.59|144.94|209.24|208.59|80.6|73.2|78.0|172.6|273.4|253.2|346.6|245.8|351.4|477.8|60.67|82.0|78.0|142.33|189.0|203.0|271.0|224.33|267.0|552.0|72.25|90.5|73.25|373.0|37.5|445.25|128.0|463.5|110.75|396.5|0|0|0|0|0|0|0|0|0|0|81.0|68.0|72.0|138.0|124.0|219.0|192.0|206.0|196.0|483.0|73.0|69.0|56.0|144.0|181.0|217.0|250.0|213.0|237.0|523.0|76.75|75.0|72.0|267.5|142.25|344.25|217.25|342.5|214.25|633.5|89.0|80.0|92.0|147.0|49.0|236.0|129.0|227.0|141.0|457.0|0|0|0|0|0|0|0|0|0|0|74.0|69.0|89.0|68.0|155.0|142.0|224.0|137.0|244.0|455.0|0
46.8|470.4|478.24|0|0|0|0|0|0|38|374.45|38|334.13|38|550.68|0|0|0|0|0|0|6|146.0|6|86.67|6|232.67|28|73.75|28|427.0|28|500.75|1|0.0|1|0.0|1|0.0|46|150.72|46|326.0|46|433.24|0|0|0|0|0|0|84.0|88.0|67.0|151.0|155.0|239.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|88.0|61.0|431.0|519.0|492.0|580.0|97.0|65.0|187.0|284.0|252.0|349.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
48.41|477.83|476.66|8|162.75|8|190.0|8|227.75|51|397.9|51|272.04|51|415.04|0|0|0|0|0|0|21|291.43|21|210.24|21|406.43|94|88.57|94|427.67|94|463.05|48|68.04|48|515.04|48|499.75|100|161.11|100|319.11|100|360.22|74.0|70.8|196.4|270.4|267.2|341.2|99.67|96.33|76.33|176.0|172.67|272.33|77.5|79.83|150.5|228.0|230.33|307.83|78.0|84.5|49.0|127.0|133.5|211.5|85.67|71.17|173.0|258.67|244.17|329.83|76.67|71.33|361.0|437.67|432.33|509.0|57.0|80.5|304.0|361.0|384.5|441.5|78.86|72.71|130.43|209.29|203.14|282.0|78.0|59.67|367.0|445.0|426.67|504.67|76.78|70.11|113.11|189.89|183.22|260.0|95.0|92.0|75.0|105.0|128.5|200.0|220.5|197.0|203.5|495.5|77.0|93.0|49.0|773.0|134.0|850.0|227.0|866.0|183.0|126.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|80.5|83.0|76.5|163.0|172.5|243.5|255.5|246.0|249.0|575.5|84.0|100.5|82.5|682.0|148.5|266.0|249.0|282.5|231.0|597.5|76.5|64.5|68.0|148.5|163.5|225.0|228.0|213.0|231.5|521.0|65.0|31.0|89.0|142.0|315.0|207.0|346.0|173.0|404.0|642.0|0
147.27|526.87|522.63|0|0|0|0|0|0|78|368.97|78|266.53|78|468.83|3|355.67|3|282.33|3|638.0|17|324.41|17|351.06|17|381.35|297|78.49|297|289.44|297|354.46|13|66.54|13|466.46|13|379.15|343|262.82|343|198.86|343|380.05|86.21|83.86|128.71|214.93|212.57|298.79|81.46|68.25|118.36|199.82|186.61|268.07|86.96|91.04|146.16|233.12|237.2|324.16|75.88|72.59|109.12|185.0|181.71|257.59|70.73|104.77|226.18|115.09|149.14|219.86|70.0|73.55|50.41|120.41|123.95|193.95|88.39|73.54|62.86|115.54|136.39|189.07|87.36|64.86|160.86|105.36|82.86|170.21|115.44|107.12|913.96|109.4|101.08|216.52|104.7|90.08|961.84|66.54|51.92|156.62|85.78|65.67|101.67|95.33|277.67|181.11|121.11|161.0|157.11|403.89|66.8|79.4|96.2|116.2|81.0|183.0|160.4|195.6|177.2|439.6|66.25|73.25|74.0|246.5|74.25|312.75|147.5|319.75|148.25|284.25|85.0|51.0|164.0|117.0|41.0|202.0|92.0|168.0|205.0|458.0|96.0|124.0|56.0|41.0|67.0|137.0|191.0|165.0|123.0|384.0|85.33|56.0|65.33|297.67|174.0|383.0|230.0|353.67|239.33|345.0|97.67|78.0|105.67|74.33|268.22|172.0|124.0|152.33|151.67|401.67|81.83|99.17|99.33|596.67|957.33|178.5|56.5|195.83|56.67|334.33|87.0|107.0|104.0|228.0|31.0|315.0|138.0|335.0|135.0|557.0|124.86|111.14|97.14|957.14|81.86|82.0|193.0|68.29|179.0|372.14|0
133.35|442.89|485.33|0|0|0|0|0|0|80|428.68|80|324.19|80|590.36|1|149.0|1|801.0|1|950.0|15|374.07|15|274.67|15|448.73|10|104.9|10|362.2|10|467.1|42|67.95|42|456.52|42|476.86|25|70.48|25|222.0|25|292.48|65.0|72.0|116.0|181.0|188.0|253.0|70.0|76.5|71.0|141.0|147.5|217.5|98.33|101.67|106.67|205.0|208.33|306.67|0|0|0|0|0|0|82.5|64.0|49.0|131.5|113.0|195.5|109.0|96.0|43.0|152.0|139.0|248.0|77.0|88.0|73.0|150.0|161.0|238.0|112.5|80.5|7.0|119.5|87.5|200.0|124.0|116.0|940.0|64.0|56.0|180.0|111.25|101.0|955.0|66.25|56.0|167.25|64.0|76.0|59.0|54.0|60.0|118.0|136.0|130.0|119.0|313.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|85.0|120.0|84.0|113.0|11.0|198.0|131.0|233.0|95.0|413.0|0|0|0|0|0|0|0|0|0|0|69.0|89.0|69.0|36.0|38.0|105.0|127.0|125.0|107.0|301.0|774.0|88.0|125.0|423.0|940.0|197.0|28.0|511.0|65.0|350.0|64.0|65.0|72.0|57.0|116.0|121.0|181.0|122.0|188.0|374.0|0|0|0|0|0|0|0|0|0|0|0
146.2|443.25|453.64|12|89.25|12|374.83|12|380.75|54|402.06|54|202.63|54|438.02|1|412.0|1|171.0|1|583.0|11|258.64|11|272.0|11|348.82|96|79.38|96|336.3|96|405.26|29|64.17|29|443.31|29|507.48|68|74.16|68|207.38|68|281.54|77.0|88.56|150.11|116.0|127.56|204.56|81.14|71.86|87.29|168.43|159.14|240.29|83.33|85.67|118.67|202.0|204.33|287.67|78.5|68.0|94.5|173.0|162.5|241.0|66.92|97.25|189.83|90.08|120.42|187.33|75.17|69.33|344.33|86.17|80.33|155.5|77.5|67.25|66.5|144.0|133.75|211.25|89.43|76.86|576.71|94.71|82.14|171.57|98.6|93.0|817.2|115.8|110.2|208.8|106.1|84.0|879.9|86.0|63.9|170.0|85.75|70.25|110.0|83.25|281.5|169.0|101.75|153.5|141.5|380.75|80.0|59.0|131.0|49.0|993.0|129.0|52.0|108.0|124.0|312.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|57.0|67.25|81.5|73.5|32.25|130.5|99.5|140.75|113.75|311.5|68.0|116.0|105.0|996.0|948.0|64.0|64.0|112.0|53.0|233.0|78.0|88.0|92.0|171.0|50.5|249.0|138.5|259.0|142.5|479.5|103.0|89.67|99.0|970.67|67.67|73.67|157.33|60.33|166.67|330.0|0
71.4|359.63|383.41|0|0|0|0|0|0|38|315.79|38|100.29|38|416.08|0|0|0|0|0|0|4|118.5|4|254.5|4|373.0|61|83.93|61|245.74|61|329.67|5|46.6|5|460.4|5|507.0|68|52.53|68|121.56|68|174.09|92.25|63.0|52.75|145.0|115.75|208.0|52.0|60.0|4.0|56.0|64.0|116.0|75.67|92.5|196.5|105.5|122.33|198.0|64.0|108.0|126.0|190.0|234.0|298.0|342.5|88.0|296.5|139.0|384.5|227.0|59.5|102.25|29.5|89.0|131.75|191.25|64.0|85.0|28.0|92.0|113.0|177.0|88.33|75.67|115.33|203.67|191.0|279.33|106.0|108.0|492.0|98.0|100.0|206.0|93.0|72.0|988.0|81.0|60.0|153.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90.0|71.5|96.0|62.0|19.0|152.0|90.5|133.5|115.0|338.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|106.0|108.0|64.5|492.0|690.0|98.0|298.0|100.0|254.5|460.5|1
98.15|514.04|498.98|0|0|0|0|0|0|18|306.67|18|234.78|18|374.78|0|0|0|0|0|0|20|161.15|20|325.65|20|336.8|27|83.59|27|196.74|27|243.3|4|44.5|4|268.25|4|312.75|43|56.98|43|169.23|43|226.21|88.0|94.0|38.0|126.0|132.0|220.0|69.5|82.0|31.0|100.5|113.0|182.5|82.0|61.0|255.0|337.0|316.0|398.0|72.0|82.0|183.0|255.0|265.0|337.0|0|0|0|0|0|0|0|0|0|0|0|0|69.0|81.0|33.0|102.0|114.0|183.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|67.0|88.0|94.0|59.0|38.0|126.0|126.0|147.0|132.0|346.0|0|0|0|0|0|0|0|0|0|0|1
120.28|490.19|451.39|0|0|0|0|0|0|42|337.9|42|229.71|42|448.57|0|0|0|0|0|0|12|179.67|12|191.17|12|287.5|62|82.13|62|299.27|62|381.4|11|62.91|11|352.18|11|415.09|75|57.01|75|194.97|75|251.99|80.0|80.0|344.0|90.67|90.67|170.67|83.5|96.5|61.0|144.5|157.5|241.0|85.5|95.5|142.5|228.0|238.0|323.5|52.0|55.0|72.0|124.0|127.0|179.0|137.0|104.0|975.0|112.0|79.0|216.0|92.0|111.5|990.0|82.0|101.5|193.5|77.0|81.67|83.67|160.67|165.33|242.33|63.25|77.25|265.5|78.75|92.75|156.0|110.0|73.0|488.0|98.0|61.0|171.0|88.78|72.78|977.56|66.33|50.33|139.11|95.0|137.0|104.0|95.0|975.0|190.0|112.0|232.0|79.0|406.0|81.0|72.0|76.0|49.0|996.0|130.0|68.0|121.0|72.0|274.0|55.0|32.0|52.0|82.0|50.0|137.0|82.0|114.0|102.0|271.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|73.2|86.8|70.2|403.6|978.8|76.8|65.6|90.4|49.0|212.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
6.72|385.59|392.31|27|154.41|27|432.52|27|512.85|17|358.47|17|123.35|17|481.82|0|0|0|0|0|0|24|242.25|24|79.42|24|280.0|10|99.2|10|155.0|10|254.2|4|55.25|4|289.0|4|344.25|10|70.1|10|213.5|10|283.6|107.0|60.0|39.0|146.0|99.0|206.0|0|0|0|0|0|0|70.5|151.5|163.5|234.0|315.0|385.5|78.0|70.0|106.0|184.0|176.0|254.0|77.0|81.0|123.0|200.0|204.0|281.0|0|0|0|0|0|0|69.0|119.0|66.0|135.0|185.0|254.0|0|0|0|0|0|0|85.0|65.0|92.0|177.0|157.0|242.0|83.0|69.0|85.0|168.0|154.0|237.0|0|0|0|0|0|0|0|0|0|0|70.0|107.0|60.0|57.0|39.0|127.0|146.0|164.0|99.0|333.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|135.0|77.0|81.0|976.0|123.0|111.0|200.0|53.0|204.0|392.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|85.0|65.0|57.0|92.0|93.0|177.0|158.0|157.0|150.0|392.0|1
27.02|443.22|449.84|0|0|0|0|0|0|12|384.17|12|234.92|12|535.75|0|0|0|0|0|0|10|348.4|10|133.6|10|382.0|18|96.89|18|346.89|18|443.78|2|54.5|2|197.5|2|252.0|2|62.5|2|108.5|2|171.0|107.0|81.0|12.0|119.0|93.0|200.0|109.33|90.67|77.33|186.67|168.0|277.33|60.5|223.5|401.5|462.0|625.0|185.5|63.0|48.0|122.0|185.0|170.0|233.0|92.0|102.0|127.0|219.0|229.0|321.0|92.0|100.0|73.0|165.0|173.0|265.0|60.0|115.0|92.0|152.0|207.0|267.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|106.0|92.0|102.0|76.0|127.0|182.0|219.0|168.0|229.0|503.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|85.0|107.0|81.0|45.0|12.0|130.0|119.0|152.0|93.0|330.0|0|0|0|0|0|0|0|0|0|0|1
66.85|503.83|473.12|42|157.43|42|468.21|42|506.6|19|377.05|19|285.68|19|504.84|0|0|0|0|0|0|44|238.36|44|70.93|44|309.3|32|89.5|32|265.69|32|323.94|2|35.5|2|102.0|2|137.5|33|247.94|33|281.94|33|378.36|341.0|238.0|161.67|169.33|66.33|407.33|445.5|294.5|199.5|145.0|494.0|439.5|0|0|0|0|0|0|128.5|277.75|529.5|158.0|307.25|435.75|327.67|387.33|524.33|185.33|245.0|572.67|0|0|0|0|0|0|621.67|504.33|529.67|151.33|34.0|655.67|0.0|521.5|535.5|535.5|557.0|557.0|70.0|68.0|113.0|183.0|181.0|251.0|527.0|572.67|308.17|168.5|714.17|574.5|783.0|258.0|326.5|370.0|418.5|153.0|176.5|628.0|245.0|656.0|68.0|104.0|68.0|93.0|23.0|161.0|127.0|197.0|91.0|356.0|516.0|0.0|201.0|655.0|144.0|171.0|144.0|655.0|345.0|516.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|299.0|467.0|509.0|886.0|736.0|185.0|203.0|353.0|245.0|897.0|323.75|371.25|607.0|349.0|301.75|172.75|173.0|220.25|658.75|452.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
127.35|397.26|465.79|29|171.48|29|447.21|29|515.24|4|570.5|4|709.25|4|529.75|0|0|0|0|0|0|27|577.33|27|366.56|27|425.37|42|121.48|42|283.98|42|405.45|5|72.6|5|424.8|5|497.4|14|167.86|14|171.64|14|339.5|120.0|136.0|4.0|124.0|140.0|260.0|129.0|96.0|141.0|270.0|237.0|366.0|130.5|132.83|117.67|248.17|250.5|381.0|128.0|128.0|88.0|216.0|216.0|344.0|128.0|147.0|571.0|449.0|468.0|346.0|124.25|114.5|183.0|307.25|297.5|421.75|0|0|0|0|0|0|130.67|101.33|121.33|252.0|222.67|353.33|136.0|184.0|980.0|116.0|164.0|300.0|123.5|124.5|505.75|129.25|130.25|253.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|120.0|136.0|113.0|4.0|12.0|124.0|148.0|140.0|125.0|385.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|136.0|184.0|113.0|980.0|968.0|116.0|152.0|164.0|81.0|381.0|1
105.65|417.91|486.52|13|166.15|13|430.54|13|365.92|9|705.0|9|480.22|9|629.67|0|0|0|0|0|0|11|297.91|11|234.73|11|441.73|19|116.79|19|385.0|19|396.53|2|35.5|2|152.0|2|187.5|15|147.13|15|318.47|15|465.6|148.0|152.0|996.0|144.0|148.0|296.0|104.5|120.0|50.0|154.5|170.0|274.5|100.0|144.0|246.0|346.0|390.0|490.0|117.0|92.0|102.0|219.0|194.0|311.0|148.0|113.0|948.0|96.0|61.0|209.0|0|0|0|0|0|0|100.0|124.0|41.0|141.0|165.0|265.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|121.0|148.0|113.0|24.0|948.0|145.0|96.0|172.0|61.0|354.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|121.0|148.0|152.0|359.0|996.0|480.0|144.0|507.0|148.0|776.0|0|0|0|0|0|0|0|0|0|0|1
