2019-11-22 20:58:41,106|press|Button.left
2019-11-22 20:58:41,114|release|Button.left
2019-11-22 20:58:42,577|press|Button.left
2019-11-22 20:58:42,584|release|Button.left
2019-11-22 20:59:02,637|press|Button.left
2019-11-22 20:59:02,643|release|Button.left
2019-11-22 20:59:06,373|press|Button.left
2019-11-22 20:59:06,380|release|Button.left
2019-11-22 20:59:12,090|press|Button.left
2019-11-22 20:59:12,097|release|Button.left
2019-11-22 20:59:12,572|press|Button.left
2019-11-22 20:59:12,805|release|Button.left
2019-11-22 20:59:13,734|press|Button.left
2019-11-22 20:59:13,741|release|Button.left
2019-11-22 20:59:14,679|press|Button.left
2019-11-22 20:59:14,687|release|Button.left
2019-11-22 20:59:14,825|press|Button.left
2019-11-22 20:59:14,832|release|Button.left
2019-11-22 20:59:15,747|press|Button.left
2019-11-22 20:59:15,751|release|Button.left
2019-11-22 20:59:17,309|press|Button.left
2019-11-22 20:59:17,316|release|Button.left
2019-11-22 20:59:28,512|press|Button.left
2019-11-22 20:59:28,519|release|Button.left
2019-11-22 21:02:40,448|press|Button.left
2019-11-22 21:02:40,455|release|Button.left
2019-11-22 21:03:04,053|press|Button.left
2019-11-22 21:03:04,060|release|Button.left
2019-11-22 21:03:05,790|press|Button.left
2019-11-22 21:03:05,797|release|Button.left
2019-11-22 21:03:07,435|press|Button.left
2019-11-22 21:03:07,441|release|Button.left
2019-11-22 21:03:35,294|press|Button.left
2019-11-22 21:03:35,300|release|Button.left
2019-11-22 21:05:32,535|press|Button.left
2019-11-22 21:05:32,542|release|Button.left
2019-11-22 21:05:53,046|press|Button.left
2019-11-22 21:05:53,053|release|Button.left
2019-11-22 21:05:55,587|press|Button.left
2019-11-22 21:05:55,594|release|Button.left
2019-11-22 21:06:10,388|press|Button.left
2019-11-22 21:06:10,394|release|Button.left
2019-11-22 21:06:11,321|press|Button.left
2019-11-22 21:06:11,328|release|Button.left
2019-11-22 21:06:11,483|press|Button.left
2019-11-22 21:06:11,489|release|Button.left
2019-11-22 21:06:11,976|press|Button.left
2019-11-22 21:06:11,982|release|Button.left
2019-11-22 21:06:12,153|press|Button.left
2019-11-22 21:06:12,161|release|Button.left
2019-11-22 21:06:16,034|press|Button.left
2019-11-22 21:06:16,040|release|Button.left
2019-11-22 21:06:26,302|press|Button.left
2019-11-22 21:06:26,308|release|Button.left
2019-11-22 21:06:56,869|press|Button.left
2019-11-22 21:06:56,876|release|Button.left
2019-11-22 21:07:45,721|press|Button.left
2019-11-22 21:07:45,728|release|Button.left
2019-11-22 21:07:47,895|press|Button.left
2019-11-22 21:07:47,901|release|Button.left
2019-11-22 21:07:49,789|press|Button.left
2019-11-22 21:07:49,796|release|Button.left
2019-11-22 21:08:48,775|press|Button.left
2019-11-22 21:08:48,782|release|Button.left
2019-11-22 21:08:56,758|press|Button.left
2019-11-22 21:08:56,765|release|Button.left
2019-11-22 21:08:58,249|press|Button.left
2019-11-22 21:08:58,255|release|Button.left
2019-11-22 21:09:00,180|press|Button.left
2019-11-22 21:09:00,187|release|Button.left
2019-11-22 21:09:04,139|press|Button.left
2019-11-22 21:09:04,147|release|Button.left
2019-11-22 21:10:26,139|press|Button.left
2019-11-22 21:10:26,146|release|Button.left
2019-11-22 21:10:28,199|press|Button.left
2019-11-22 21:10:28,206|release|Button.left
2019-11-22 21:10:30,780|press|Button.left
2019-11-22 21:10:30,787|release|Button.left
2019-11-22 21:10:33,280|press|Button.left
2019-11-22 21:10:33,287|release|Button.left
2019-11-22 21:10:36,205|press|Button.left
2019-11-22 21:10:36,212|release|Button.left
2019-11-22 21:10:38,649|press|Button.left
2019-11-22 21:10:38,656|release|Button.left
2019-11-22 21:10:42,699|press|Button.left
2019-11-22 21:10:42,706|release|Button.left
2019-11-22 21:10:46,546|press|Button.left
2019-11-22 21:10:46,553|release|Button.left
2019-11-22 21:11:17,180|press|Button.left
2019-11-22 21:11:17,186|release|Button.left
2019-11-22 21:11:19,184|press|Button.left
2019-11-22 21:11:19,191|release|Button.left
2019-11-22 21:11:19,329|press|Button.left
2019-11-22 21:11:19,336|release|Button.left
2019-11-22 21:11:30,961|press|Button.left
2019-11-22 21:11:30,962|release|Button.left
2019-11-22 21:12:11,427|press|Button.left
2019-11-22 21:12:11,433|release|Button.left
2019-11-22 21:12:21,864|press|Button.left
2019-11-22 21:12:21,871|release|Button.left
2019-11-22 21:12:31,092|press|Button.left
2019-11-22 21:12:31,099|release|Button.left
2019-11-22 21:17:58,203|press|Button.left
2019-11-22 21:17:58,210|release|Button.left
2019-11-22 21:19:57,657|press|Button.left
2019-11-22 21:19:57,663|release|Button.left
2019-11-22 21:20:18,823|press|Button.left
2019-11-22 21:20:18,829|release|Button.left
2019-11-22 21:20:20,225|press|Button.left
2019-11-22 21:20:20,231|release|Button.left
2019-11-22 21:22:14,896|press|Button.left
2019-11-22 21:22:14,902|release|Button.left
2019-11-22 21:22:17,808|press|Button.left
2019-11-22 21:22:17,815|release|Button.left
2019-11-22 21:22:22,409|press|Button.left
2019-11-22 21:22:22,416|release|Button.left
2019-11-22 21:22:23,912|press|Button.left
2019-11-22 21:22:23,919|release|Button.left
2019-11-22 21:23:01,549|press|Button.left
2019-11-22 21:23:01,609|release|Button.left
2019-11-22 21:23:21,569|press|Button.left
2019-11-22 21:23:21,575|release|Button.left
2019-11-22 21:23:31,947|press|Button.left
2019-11-22 21:23:31,953|release|Button.left
2019-11-22 21:23:38,635|press|Button.left
2019-11-22 21:23:38,641|release|Button.left
2019-11-22 21:24:04,344|press|Button.left
2019-11-22 21:24:04,351|release|Button.left
2019-11-22 21:24:10,897|press|Button.left
2019-11-22 21:24:10,904|release|Button.left
2019-11-22 21:24:15,264|press|Button.left
2019-11-22 21:24:15,271|release|Button.left
2019-11-22 21:24:19,141|press|Button.left
