2019-11-22 23:32:04,908|release|Key.enter
2019-11-22 23:32:10,327|press|Key.cmd
2019-11-22 23:32:10,459|press|Key.tab
2019-11-22 23:32:10,622|release|Key.tab
2019-11-22 23:32:11,222|press|Key.tab
2019-11-22 23:32:11,314|release|Key.tab
2019-11-22 23:32:13,439|release|Key.cmd
2019-11-22 23:32:13,546|release|<0>
2019-11-22 23:33:02,917|press|Key.shift
2019-11-22 23:33:04,104|press|'P'
2019-11-22 23:33:04,209|release|'P'
2019-11-22 23:33:04,557|release|Key.shift
2019-11-22 23:33:05,116|press|Key.backspace
2019-11-22 23:33:05,201|release|Key.backspace
2019-11-22 23:33:07,290|press|Key.cmd
2019-11-22 23:33:07,381|press|Key.space
2019-11-22 23:33:07,485|release|Key.space
2019-11-22 23:33:07,554|release|Key.cmd
2019-11-22 23:33:08,161|press|Key.shift
2019-11-22 23:33:08,468|press|'З'
2019-11-22 23:33:08,584|release|'З'
2019-11-22 23:33:08,681|release|Key.shift
2019-11-22 23:33:09,049|press|'д'
2019-11-22 23:33:09,197|release|'д'
2019-11-22 23:33:09,676|press|'р'
2019-11-22 23:33:09,781|release|'р'
2019-11-22 23:33:09,833|press|'а'
2019-11-22 23:33:09,925|press|'в'
2019-11-22 23:33:09,957|release|'а'
2019-11-22 23:33:10,030|release|'в'
2019-11-22 23:33:10,082|press|'с'
2019-11-22 23:33:10,243|release|'с'
2019-11-22 23:33:10,257|press|'т'
2019-11-22 23:33:10,390|release|'т'
2019-11-22 23:33:10,551|press|'в'
2019-11-22 23:33:10,780|release|'в'
2019-11-22 23:33:11,008|press|'у'
2019-11-22 23:33:11,136|release|'у'
2019-11-22 23:33:11,284|press|'й'
2019-11-22 23:33:11,449|release|'й'
2019-11-22 23:33:11,462|press|'т'
2019-11-22 23:33:11,583|release|'т'
2019-11-22 23:33:11,626|press|'е'
2019-11-22 23:33:11,775|release|'е'
2019-11-22 23:33:12,944|press|Key.shift
2019-11-22 23:33:13,218|press|','
2019-11-22 23:33:13,323|release|','
2019-11-22 23:33:13,440|release|Key.shift
2019-11-22 23:33:13,650|press|Key.space
2019-11-22 23:33:13,783|release|Key.space
2019-11-22 23:33:14,900|press|Key.shift
2019-11-22 23:33:15,664|press|'Б'
2019-11-22 23:33:15,843|release|'Б'
2019-11-22 23:33:15,924|release|Key.shift
2019-11-22 23:33:16,847|press|'и'
2019-11-22 23:33:16,947|press|'о'
2019-11-22 23:33:16,999|release|'и'
2019-11-22 23:33:17,072|release|'о'
2019-11-22 23:33:17,151|press|Key.shift
2019-11-22 23:33:17,518|press|'Х'
2019-11-22 23:33:17,626|release|'Х'
2019-11-22 23:33:17,895|release|Key.shift
2019-11-22 23:33:18,103|press|'а'
2019-11-22 23:33:18,215|press|'к'
2019-11-22 23:33:18,271|release|'а'
2019-11-22 23:33:18,347|press|'а'
2019-11-22 23:33:18,373|release|'к'
2019-11-22 23:33:18,496|release|'а'
2019-11-22 23:33:59,687|press|Key.cmd
2019-11-22 23:33:59,835|press|Key.tab
2019-11-22 23:34:00,051|release|Key.tab
2019-11-22 23:34:00,192|release|Key.cmd
2019-11-22 23:34:00,446|release|<0>
2019-11-22 23:34:00,983|press|Key.cmd
2019-11-22 23:34:01,071|press|Key.tab
2019-11-22 23:34:01,270|release|Key.tab
2019-11-22 23:34:02,087|press|Key.tab
2019-11-22 23:34:02,211|release|Key.tab
2019-11-22 23:34:02,727|press|Key.tab
2019-11-22 23:34:02,883|release|Key.tab
2019-11-22 23:34:03,024|release|Key.cmd
2019-11-22 23:34:03,276|release|<0>
2019-11-22 23:34:04,714|press|Key.cmd
2019-11-22 23:34:04,861|press|Key.tab
2019-11-22 23:34:05,001|release|Key.tab
2019-11-22 23:34:05,177|press|Key.tab
2019-11-22 23:34:05,325|release|Key.tab
2019-11-22 23:34:06,670|release|Key.cmd
2019-11-22 23:34:06,691|release|<0>
2019-11-22 23:34:20,442|press|Key.shift
2019-11-22 23:34:20,514|press|'.'
2019-11-22 23:34:20,610|release|'.'
2019-11-22 23:34:20,671|release|Key.shift
2019-11-22 23:34:21,580|press|Key.enter
2019-11-22 23:34:21,680|release|Key.enter
2019-11-22 23:34:22,634|press|Key.shift
2019-11-22 23:34:23,256|press|'В'
2019-11-22 23:34:23,420|release|'В'
