2019-12-14 17:43:48,190|press|Button.left
2019-12-14 17:43:48,291|release|Button.left
2019-12-14 17:43:49,153|press|Button.left
2019-12-14 17:43:49,224|release|Button.left
2019-12-14 17:43:49,311|press|Button.left
2019-12-14 17:43:49,406|release|Button.left
2019-12-14 17:43:51,272|press|Button.left
2019-12-14 17:43:51,373|release|Button.left
2019-12-14 17:43:52,984|press|Button.left
2019-12-14 17:43:53,488|release|Button.left
2019-12-14 17:43:54,810|press|Button.left
2019-12-14 17:43:55,149|release|Button.left
2019-12-14 17:43:55,861|press|Button.left
2019-12-14 17:43:55,962|release|Button.left
2019-12-14 17:44:05,659|press|Button.left
2019-12-14 17:44:05,761|release|Button.left
2019-12-14 17:44:08,006|press|Button.left
2019-12-14 17:44:08,891|release|Button.left
2019-12-14 17:44:25,296|press|Button.left
2019-12-14 17:44:26,253|release|Button.left
2019-12-14 17:44:30,543|press|Button.left
2019-12-14 17:44:32,202|release|Button.left
2019-12-14 17:44:38,782|press|Button.left
2019-12-14 17:44:40,678|release|Button.left
2019-12-14 17:44:48,254|press|Button.left
2019-12-14 17:44:48,326|release|Button.left
2019-12-14 17:44:48,981|press|Button.left
2019-12-14 17:44:49,084|release|Button.left
2019-12-14 17:44:49,155|press|Button.left
2019-12-14 17:44:49,234|release|Button.left
2019-12-14 17:44:50,891|press|Button.left
2019-12-14 17:44:50,985|release|Button.left
2019-12-14 17:44:52,291|press|Button.left
2019-12-14 17:44:53,538|release|Button.left
2019-12-14 17:44:59,072|press|Button.left
2019-12-14 17:45:01,038|release|Button.left
2019-12-14 17:45:03,770|press|Button.left
2019-12-14 17:45:05,089|release|Button.left
2019-12-14 17:45:12,881|press|Button.left
2019-12-14 17:45:15,189|release|Button.left
2019-12-14 17:45:21,036|press|Button.left
2019-12-14 17:45:22,403|release|Button.left
2019-12-14 17:45:24,820|press|Button.left
2019-12-14 17:45:26,337|release|Button.left
2019-12-14 17:45:29,672|press|Button.left
2019-12-14 17:45:30,849|release|Button.left
2019-12-14 17:45:39,217|press|Button.left
2019-12-14 17:45:41,193|release|Button.left
2019-12-14 17:45:46,119|press|Button.left
2019-12-14 17:45:48,165|release|Button.left
2019-12-14 17:45:51,629|press|Button.left
2019-12-14 17:45:54,693|release|Button.left
2019-12-14 17:45:59,156|press|Button.left
2019-12-14 17:46:01,851|release|Button.left
2019-12-14 17:46:06,612|press|Button.left
2019-12-14 17:46:08,927|release|Button.left
2019-12-14 17:46:12,886|press|Button.left
2019-12-14 17:46:15,027|release|Button.left
2019-12-14 17:46:20,332|press|Button.left
2019-12-14 17:46:21,178|release|Button.left
2019-12-14 17:46:22,939|press|Button.left
2019-12-14 17:46:23,042|release|Button.left
2019-12-14 17:46:24,383|press|Button.left
2019-12-14 17:46:24,445|release|Button.left
2019-12-14 17:46:27,758|press|Button.left
2019-12-14 17:46:29,078|release|Button.left
2019-12-14 17:46:31,413|press|Button.left
2019-12-14 17:46:31,515|release|Button.left
2019-12-14 17:46:32,598|press|Button.left
2019-12-14 17:46:32,772|release|Button.left
2019-12-14 17:46:33,839|press|Button.left
2019-12-14 17:46:33,989|release|Button.left
2019-12-14 17:46:45,887|press|Button.left
2019-12-14 17:46:46,028|release|Button.left
2019-12-14 17:46:50,309|press|Button.left
2019-12-14 17:46:50,427|release|Button.left
2019-12-14 17:46:51,720|press|Button.left
2019-12-14 17:46:51,838|release|Button.left
2019-12-14 17:46:54,163|press|Button.left
2019-12-14 17:46:54,257|release|Button.left
2019-12-14 17:46:58,173|press|Button.left
2019-12-14 17:46:58,283|release|Button.left
2019-12-14 17:47:00,532|press|Button.left
2019-12-14 17:47:00,674|release|Button.left
2019-12-14 17:47:02,643|press|Button.left
2019-12-14 17:47:02,777|release|Button.left
2019-12-14 17:47:04,158|press|Button.left
2019-12-14 17:47:05,217|release|Button.left
2019-12-14 17:47:06,346|press|Button.left
2019-12-14 17:47:06,480|release|Button.left
2019-12-14 17:47:08,033|press|Button.left
2019-12-14 17:47:08,136|release|Button.left
2019-12-14 17:47:09,085|press|Button.left
2019-12-14 17:47:09,179|release|Button.left
2019-12-14 17:47:10,540|press|Button.left
2019-12-14 17:47:11,679|release|Button.left
2019-12-14 17:47:12,898|press|Button.left
2019-12-14 17:47:13,041|release|Button.left
2019-12-14 17:47:14,448|press|Button.left
2019-12-14 17:47:14,550|release|Button.left
2019-12-14 17:47:15,269|press|Button.left
2019-12-14 17:47:15,388|release|Button.left
2019-12-14 17:47:16,575|press|Button.left
2019-12-14 17:47:16,678|release|Button.left
2019-12-14 17:47:17,073|press|Button.left
2019-12-14 17:47:18,804|release|Button.left
2019-12-14 17:47:19,890|press|Button.left
2019-12-14 17:47:20,018|release|Button.left
2019-12-14 17:47:21,755|press|Button.left
2019-12-14 17:47:21,841|release|Button.left
2019-12-14 17:47:23,020|press|Button.left
2019-12-14 17:47:23,139|release|Button.left
