2019-12-04 04:25:16,140|press|Button.left
2019-12-04 04:25:16,235|release|Button.left
2019-12-04 04:25:16,670|press|Button.left
2019-12-04 04:25:16,788|release|Button.left
2019-12-04 04:25:17,751|press|Button.right
2019-12-04 04:25:17,757|release|Button.right
2019-12-04 04:25:18,909|press|Button.left
2019-12-04 04:25:18,973|release|Button.left
2019-12-04 04:25:19,984|press|Button.left
2019-12-04 04:25:20,087|release|Button.left
2019-12-08 02:52:32,723|press|Button.left
2019-12-08 02:52:32,802|release|Button.left
2019-12-08 02:52:33,379|press|Button.left
2019-12-08 02:52:33,474|release|Button.left
2019-12-08 02:52:33,577|press|Button.left
2019-12-08 02:52:33,656|release|Button.left
2019-12-08 02:52:34,353|press|Button.right
2019-12-08 02:52:34,359|release|Button.right
2019-12-08 02:52:34,921|press|Button.left
2019-12-08 02:52:35,007|release|Button.left
2019-12-08 02:52:35,901|press|Button.left
2019-12-08 02:52:35,980|release|Button.left
2019-12-08 02:52:36,051|press|Button.left
2019-12-08 02:52:36,106|release|Button.left
2019-12-08 02:52:36,550|press|Button.left
2019-12-08 02:52:37,181|release|Button.left
2019-12-08 02:52:37,534|press|Button.left
2019-12-08 02:52:37,620|release|Button.left
2019-12-08 02:52:38,228|press|Button.right
2019-12-08 02:52:38,235|release|Button.right
2019-12-08 02:52:38,830|press|Button.left
2019-12-08 02:52:38,908|release|Button.left
2019-12-08 02:52:39,272|press|Button.left
2019-12-08 02:52:39,367|release|Button.left
2019-12-08 02:52:39,692|press|Button.left
2019-12-08 02:52:39,770|release|Button.left
